TemplateId;ItemName;ItemString;Level;RareGrade;CombatItemType;Dungeon;Gear;PowerTier;UpgradeTo;EvolutionSet;UnlockTo;Material_1;MaterialName_1;Amount_1;Material_2;MaterialName_2;Amount_2;Material_3;MaterialName_3;Amount_3;Material_4;MaterialName_4;Amount_4;Material_5;MaterialName_5;Amount_5;Notes;Column1;_1
17601;feetRobe;Sihranmade Shoes;50;3;EQUIP_ARMOR_LEG;Golden Labyrinth;Starter 6;0;18185;STARTER_6;13601;514;Archrune of Arun;2;;;;;;;;;;;;;;;
17593;bodyMail;Gulaslayer Breastplate;50;3;EQUIP_ARMOR_BODY;Golden Labyrinth;Starter 6;0;18177;STARTER_6;;514;Archrune of Arun;2;;;;;;;;;;;;;;;
17596;bodyLeather;Caimanskin Cuirass;50;3;EQUIP_ARMOR_BODY;Golden Labyrinth;Starter 6;0;18180;STARTER_6;;514;Archrune of Arun;2;;;;;;;;;;;;;;;
17599;bodyRobe;Sihranweave Raiment;50;3;EQUIP_ARMOR_BODY;Golden Labyrinth;Starter 6;0;18183;STARTER_6;;514;Archrune of Arun;2;;;;;;;;;;;;;;;
17594;handMail;Gula Neckwringers;50;3;EQUIP_ARMOR_ARM;Golden Labyrinth;Starter 6;0;18178;STARTER_6;;514;Archrune of Arun;2;;;;;;;;;;;;;;;
17597;handLeather;Caimanpelt Gloves;50;3;EQUIP_ARMOR_ARM;Golden Labyrinth;Starter 6;0;18181;STARTER_6;;514;Archrune of Arun;2;;;;;;;;;;;;;;;
17600;handRobe;Sihrancloth Sleeves;50;3;EQUIP_ARMOR_ARM;Golden Labyrinth;Starter 6;0;18184;STARTER_6;;514;Archrune of Arun;2;;;;;;;;;;;;;;;
32116;earring;Snake Eye Earring;50;3;EQUIP_ACCESSORY;Golden Labyrinth;Starter 6;0;;;;;;;;;;;;;;;;;;;;;
32117;necklace;Many Layered Locket;50;3;EQUIP_ACCESSORY;Golden Labyrinth;Starter 6;0;;;;;;;;;;;;;;;;;;;;;
32118;ring;Band of Intensity;50;3;EQUIP_ACCESSORY;Golden Labyrinth;Starter 6;0;;;;;;;;;;;;;;;;;;;;;
12793;dual;Verdict & Appeal;55;3;EQUIP_WEAPON;Akasha's Hideout;Counterglow;0;13158;Counterglow;;505;Keyrune of Shara;2;;;;;;;;;;;;;;;
12794;lance;Lance of Sacrifice;55;3;EQUIP_WEAPON;Akasha's Hideout;Counterglow;0;13159;Counterglow;;505;Keyrune of Shara;2;;;;;;;;;;;;;;;
12795;twohand;Sword of Cold Reason;55;3;EQUIP_WEAPON;Akasha's Hideout;Counterglow;0;13160;Counterglow;;505;Keyrune of Shara;2;;;;;;;;;;;;;;;
12796;axe;Pitiless Axe;55;3;EQUIP_WEAPON;Akasha's Hideout;Counterglow;0;13161;Counterglow;;505;Keyrune of Shara;2;;;;;;;;;;;;;;;
12797;circle;Eye of Justice;55;3;EQUIP_WEAPON;Akasha's Hideout;Counterglow;0;13162;Counterglow;;505;Keyrune of Shara;2;;;;;;;;;;;;;;;
12798;bow;Executioner's Bow;55;3;EQUIP_WEAPON;Akasha's Hideout;Counterglow;0;13163;Counterglow;;505;Keyrune of Shara;2;;;;;;;;;;;;;;;
12799;staff;Staff of Enduring Journeys;55;3;EQUIP_WEAPON;Akasha's Hideout;Counterglow;0;13164;Counterglow;;505;Keyrune of Shara;2;;;;;;;;;;;;;;;
12800;rod;Rod of Punishment;55;3;EQUIP_WEAPON;Akasha's Hideout;Counterglow;0;13165;Counterglow;;505;Keyrune of Shara;2;;;;;;;;;;;;;;;
55354;blaster;Old Judge;55;3;EQUIP_WEAPON;Akasha's Hideout;Counterglow;0;55383;Counterglow;;505;Keyrune of Shara;2;;;;;;;;;;;;;;;
58464;shuriken;Dilastar;55;3;EQUIP_WEAPON;Akasha's Hideout;Counterglow;0;58016;Counterglow;;505;Keyrune of Shara;2;;;;;;;;;;;;;;;
59402;glaive;Lastglaive;55;3;EQUIP_WEAPON;Akasha's Hideout;Counterglow;0;59431;Counterglow;;505;Keyrune of Shara;2;;;;;;;;;;;;;;;
82354;gauntlet;Runechased Powerfists;55;3;EQUIP_WEAPON;Akasha's Hideout;Counterglow;0;82206;Counterglow;;505;Keyrune of Shara;2;;;;;;;;;;;;;;;
18179;feetMail;Fringed Azure Greaves;55;3;EQUIP_ARMOR_LEG;Akasha's Hideout;Counterglow;0;18395;Counterglow;;515;Keyrune of Arun;2;;;;;;;;;;;;;;;
18182;feetLeather;Wanderer's Trackers;55;3;EQUIP_ARMOR_LEG;Akasha's Hideout;Counterglow;0;18398;Counterglow;;515;Keyrune of Arun;2;;;;;;;;;;;;;;;
18185;feetRobe;Magister's Slippers;55;3;EQUIP_ARMOR_LEG;Akasha's Hideout;Counterglow;0;18401;Counterglow;;515;Keyrune of Arun;2;;;;;;;;;;;;;;;
18177;bodyMail;Fringed Azure Plate;55;3;EQUIP_ARMOR_BODY;Akasha's Hideout;Counterglow;0;18393;Counterglow;13602;515;Keyrune of Arun;2;;;;;;;;;;;;;;;
18180;bodyLeather;Wanderer's Jerkin;55;3;EQUIP_ARMOR_BODY;Akasha's Hideout;Counterglow;0;18396;Counterglow;13604;515;Keyrune of Arun;2;;;;;;;;;;;;;;;
18183;bodyRobe;Magister's Robes;55;3;EQUIP_ARMOR_BODY;Akasha's Hideout;Counterglow;0;18399;Counterglow;13606;515;Keyrune of Arun;2;;;;;;;;;;;;;;;
18178;handMail;Fringed Azure Gauntlets;55;3;EQUIP_ARMOR_ARM;Akasha's Hideout;Counterglow;0;18394;Counterglow;13603;515;Keyrune of Arun;2;;;;;;;;;;;;;;;
18181;handLeather;Wanderer's Wraps;55;3;EQUIP_ARMOR_ARM;Akasha's Hideout;Counterglow;0;18397;Counterglow;13605;515;Keyrune of Arun;2;;;;;;;;;;;;;;;
18184;handRobe;Magister's Bindings;55;3;EQUIP_ARMOR_ARM;Akasha's Hideout;Counterglow;0;18400;Counterglow;13607;515;Keyrune of Arun;2;;;;;;;;;;;;;;;
20031;ring;Star's Path;55;3;EQUIP_ACCESSORY;Akasha's Hideout;Counterglow;0;;;;;;;;;;;;;;;;;;;;;
20331;earring;Phoenix's Cry;55;3;EQUIP_ACCESSORY;Akasha's Hideout;Counterglow;0;;;;;;;;;;;;;;;;;;;;;
20631;necklace;Gemdrop Torque;55;3;EQUIP_ACCESSORY;Akasha's Hideout;Counterglow;0;;;;;;;;;;;;;;;;;;;;;
20032;ring;Balder's Watchful Eye;58;3;EQUIP_ACCESSORY;Ebon Tower;Ebon Tower;0;;;;;;;;;;;;;;;;;;;;;
20332;earring;Whisper of Death;58;3;EQUIP_ACCESSORY;Ebon Tower;Ebon Tower;0;;;;;;;;;;;;;;;;;;;;;
20632;necklace;Captured Wish;58;3;EQUIP_ACCESSORY;Ebon Tower;Ebon Tower;0;;;;;;;;;;;;;;;;;;;;;
13158;dual;Fassad & Fassouda;58;3;EQUIP_WEAPON;Suryati's Peak;Thalnim;1;18684;THALNIM;;505;Keyrune of Shara;2;520;Aeru Rune;1;;;;;;;;;;;;
13159;lance;Lance of Gabir;58;3;EQUIP_WEAPON;Suryati's Peak;Thalnim;1;18685;THALNIM;;505;Keyrune of Shara;2;520;Aeru Rune;1;;;;;;;;;;;;
13160;twohand;Saif-Olek;58;3;EQUIP_WEAPON;Suryati's Peak;Thalnim;1;18686;THALNIM;;505;Keyrune of Shara;2;520;Aeru Rune;1;;;;;;;;;;;;
13161;axe;Asvakar's Cleaver;58;3;EQUIP_WEAPON;Suryati's Peak;Thalnim;1;18687;THALNIM;;505;Keyrune of Shara;2;520;Aeru Rune;1;;;;;;;;;;;;
13162;circle;Lens of Ilderim;58;3;EQUIP_WEAPON;Suryati's Peak;Thalnim;1;18688;THALNIM;;505;Keyrune of Shara;2;520;Aeru Rune;1;;;;;;;;;;;;
13163;bow;Warbow of Djonda;58;3;EQUIP_WEAPON;Suryati's Peak;Thalnim;1;18689;THALNIM;;505;Keyrune of Shara;2;520;Aeru Rune;1;;;;;;;;;;;;
13164;staff;Staff of Kahin;58;3;EQUIP_WEAPON;Suryati's Peak;Thalnim;1;18690;THALNIM;;505;Keyrune of Shara;2;520;Aeru Rune;1;;;;;;;;;;;;
13165;rod;Yaghuth;58;3;EQUIP_WEAPON;Suryati's Peak;Thalnim;1;18691;THALNIM;;505;Keyrune of Shara;2;520;Aeru Rune;1;;;;;;;;;;;;
55383;blaster;Skwee Gun;58;3;EQUIP_WEAPON;Suryati's Peak;Thalnim;1;55428;THALNIM;;505;Keyrune of Shara;2;520;Aeru Rune;1;;;;;;;;;;;;
59431;glaive;Mosulspear;58;3;EQUIP_WEAPON;Suryati's Peak;Thalnim;1;59476;THALNIM;;505;Keyrune of Shara;2;520;Aeru Rune;1;;;;;;;;;;;;
82206;gauntlet;Fiendish Powerfists;58;3;EQUIP_WEAPON;Suryati's Peak;Thalnim;1;82428;THALNIM;;505;Keyrune of Shara;2;520;Aeru Rune;1;;;;;;;;;;;;
18395;feetMail;Nemesis Greaves;58;3;EQUIP_ARMOR_LEG;Suryati's Peak;Thalnim;1;18694;THALNIM;;515;Keyrune of Arun;1;520;Aeru Rune;1;;;;;;;;;;;;
18398;feetLeather;Plagueborn Boots;58;3;EQUIP_ARMOR_LEG;Suryati's Peak;Thalnim;1;18697;THALNIM;;515;Keyrune of Arun;1;520;Aeru Rune;1;;;;;;;;;;;;
18401;feetRobe;Frostwrath Leggings;58;3;EQUIP_ARMOR_LEG;Suryati's Peak;Thalnim;1;18700;THALNIM;;515;Keyrune of Arun;1;520;Aeru Rune;1;;;;;;;;;;;;
18393;bodyMail;Nemesis Plate;58;3;EQUIP_ARMOR_BODY;Suryati's Peak;Thalnim;1;18692;THALNIM;;515;Keyrune of Arun;1;520;Aeru Rune;1;;;;;;;;;;;;
18396;bodyLeather;Scourge Jerkin;58;3;EQUIP_ARMOR_BODY;Suryati's Peak;Thalnim;1;18695;THALNIM;;515;Keyrune of Arun;1;520;Aeru Rune;1;;;;;;;;;;;;
18399;bodyRobe;Frostwrath Robes;58;3;EQUIP_ARMOR_BODY;Suryati's Peak;Thalnim;1;18698;THALNIM;;515;Keyrune of Arun;1;520;Aeru Rune;1;;;;;;;;;;;;
18394;handMail;Nemesis Fists;58;3;EQUIP_ARMOR_ARM;Suryati's Peak;Thalnim;1;18693;THALNIM;;515;Keyrune of Arun;1;520;Aeru Rune;1;;;;;;;;;;;;
18397;handLeather;Pestilence Grips;58;3;EQUIP_ARMOR_ARM;Suryati's Peak;Thalnim;1;18696;THALNIM;;515;Keyrune of Arun;1;520;Aeru Rune;1;;;;;;;;;;;;
18400;handRobe;Frostwrath Sleeves;58;3;EQUIP_ARMOR_ARM;Suryati's Peak;Thalnim;1;18699;THALNIM;;515;Keyrune of Arun;1;520;Aeru Rune;1;;;;;;;;;;;;
71755;chain;Whisperfangs;58;3;EQUIP_WEAPON;Suryati's Peak;Thalnim;1;;;;;;;;;;;;;;;;;;;;;
58016;shuriken;Fatewort Star;58;3;EQUIP_WEAPON;Suryati's Peak;Thalnim;1;58042;THALNIM;;505;Keyrune of Shara;2;520;Aeru Rune;1;;;;;;;;;;;;
18684;dual;Brother & Sister;58;3;EQUIP_WEAPON;LoT;Sardonal;1;;;;;;;;;;;;;;;;;;;;;
18685;lance;Insanity Defense;58;3;EQUIP_WEAPON;LoT;Sardonal;1;;;;;;;;;;;;;;;;;;;;;
18686;twohand;Sharpened Steel Tongue;58;3;EQUIP_WEAPON;LoT;Sardonal;1;;;;;;;;;;;;;;;;;;;;;
18687;axe;Pain Riddler;58;3;EQUIP_WEAPON;LoT;Sardonal;1;;;;;;;;;;;;;;;;;;;;;
18688;circle;Foolscape;58;3;EQUIP_WEAPON;LoT;Sardonal;1;;;;;;;;;;;;;;;;;;;;;
18689;bow;Death Chord;58;3;EQUIP_WEAPON;LoT;Sardonal;1;;;;;;;;;;;;;;;;;;;;;
18690;staff;Fool's Stick;58;3;EQUIP_WEAPON;LoT;Sardonal;1;;;;;;;;;;;;;;;;;;;;;
18691;rod;Dichotomata;58;3;EQUIP_WEAPON;LoT;Sardonal;1;;;;;;;;;;;;;;;;;;;;;
71756;chain;Echoing Scythes;58;3;EQUIP_WEAPON;LoT;Sardonal;1;;;;;;;;;;;;;;;;;;;;;
55428;blaster;Maddener;58;3;EQUIP_WEAPON;LoT;Sardonal;1;;;;;;;;;;;;;;;;;;;;;
58042;shuriken;Mockingstar;58;3;EQUIP_WEAPON;LoT;Sardonal;1;;;;;;;;;;;;;;;;;;;;;
59476;glaive;Lunawack;58;3;EQUIP_WEAPON;LoT;Sardonal;1;;;;;;;;;;;;;;;;;;;;;
82428;gauntlet;Fists of Menace;58;3;EQUIP_WEAPON;LoT;Sardonal;1;;;;;;;;;;;;;;;;;;;;;
18694;feetMail;Spiritcrushers;58;3;EQUIP_ARMOR_LEG;LoT;Sardonal;1;;;;;;;;;;;;;;;;;;;;;
18697;feetLeather;Giggleboots;58;3;EQUIP_ARMOR_LEG;LoT;Sardonal;1;;;;;;;;;;;;;;;;;;;;;
18700;feetRobe;Tickletoes;58;3;EQUIP_ARMOR_LEG;LoT;Sardonal;1;;;;;;;;;;;;;;;;;;;;;
18692;bodyMail;Bloodsoaked Chainmail;58;3;EQUIP_ARMOR_BODY;LoT;Sardonal;1;;;;;;;;;;;;;;;;;;;;;
18695;bodyLeather;Darkhearted Jerkin;58;3;EQUIP_ARMOR_BODY;LoT;Sardonal;1;;;;;;;;;;;;;;;;;;;;;
18698;bodyRobe;Twisting Robes;58;3;EQUIP_ARMOR_BODY;LoT;Sardonal;1;;;;;;;;;;;;;;;;;;;;;
18693;handMail;Dark Shredders;58;3;EQUIP_ARMOR_ARM;LoT;Sardonal;1;;;;;;;;;;;;;;;;;;;;;
18696;handLeather;Humored Applause;58;3;EQUIP_ARMOR_ARM;LoT;Sardonal;1;;;;;;;;;;;;;;;;;;;;;
18699;handRobe;Trick Sleeves;58;3;EQUIP_ARMOR_ARM;LoT;Sardonal;1;;;;;;;;;;;;;;;;;;;;;
18721;dual;Voice & Opinion;58;3;EQUIP_WEAPON;LoT;Adroitsum;1;;;;;;;;;;;;;;;;;;;;;
18722;lance;Powerleader;58;3;EQUIP_WEAPON;LoT;Adroitsum;1;;;;;;;;;;;;;;;;;;;;;
18723;twohand;Mage Trimmer;58;3;EQUIP_WEAPON;LoT;Adroitsum;1;;;;;;;;;;;;;;;;;;;;;
18724;axe;Final Stop;58;3;EQUIP_WEAPON;LoT;Adroitsum;1;;;;;;;;;;;;;;;;;;;;;
18725;circle;Aural Disc;58;3;EQUIP_WEAPON;LoT;Adroitsum;1;;;;;;;;;;;;;;;;;;;;;
18726;bow;Intricate Release;58;3;EQUIP_WEAPON;LoT;Adroitsum;1;;;;;;;;;;;;;;;;;;;;;
18727;staff;Lever of Ages;58;3;EQUIP_WEAPON;LoT;Adroitsum;1;;;;;;;;;;;;;;;;;;;;;
18728;rod;Powerglow;58;3;EQUIP_WEAPON;LoT;Adroitsum;1;;;;;;;;;;;;;;;;;;;;;
71757;chain;Abyssweavers;58;3;EQUIP_WEAPON;LoT;Adroitsum;1;;;;;;;;;;;;;;;;;;;;;
55430;blaster;Annunciation Blaster;58;3;EQUIP_WEAPON;LoT;Adroitsum;1;;;;;;;;;;;;;;;;;;;;;
58044;shuriken;Chargette Starblade;58;3;EQUIP_WEAPON;LoT;Adroitsum;1;;;;;;;;;;;;;;;;;;;;;
59478;glaive;Turbic Voulge;58;3;EQUIP_WEAPON;LoT;Adroitsum;1;;;;;;;;;;;;;;;;;;;;;
82430;gauntlet;Fists of the Red Shaman;58;3;EQUIP_WEAPON;LoT;Adroitsum;1;;;;;;;;;;;;;;;;;;;;;
18731;feetMail;Graveshatter Treads;58;3;EQUIP_ARMOR_LEG;LoT;Adroitsum;1;;;;;;;;;;;;;;;;;;;;;
18734;feetLeather;Stormstalkers;58;3;EQUIP_ARMOR_LEG;LoT;Adroitsum;1;;;;;;;;;;;;;;;;;;;;;
18737;feetRobe;Antepeds;58;3;EQUIP_ARMOR_LEG;LoT;Adroitsum;1;;;;;;;;;;;;;;;;;;;;;
18729;bodyMail;Rageplate;58;3;EQUIP_ARMOR_BODY;LoT;Adroitsum;1;;;;;;;;;;;;;;;;;;;;;
18732;bodyLeather;Bloodwashed Cuirass;58;3;EQUIP_ARMOR_BODY;LoT;Adroitsum;1;;;;;;;;;;;;;;;;;;;;;
18735;bodyRobe;Second Skin;58;3;EQUIP_ARMOR_BODY;LoT;Adroitsum;1;;;;;;;;;;;;;;;;;;;;;
18730;handMail;Graverippers;58;3;EQUIP_ARMOR_ARM;LoT;Adroitsum;1;;;;;;;;;;;;;;;;;;;;;
18733;handLeather;Deadman's Gloves;58;3;EQUIP_ARMOR_ARM;LoT;Adroitsum;1;;;;;;;;;;;;;;;;;;;;;
18736;handRobe;Nimblefingers;58;3;EQUIP_ARMOR_ARM;LoT;Adroitsum;1;;;;;;;;;;;;;;;;;;;;;
12393;dual;Fiend & Foe;58;3;EQUIP_WEAPON;Ebon Tower;Ebon Tower;1;;EBON_TOWER;;;;;;;;;;;;;;;;;;;
12394;lance;Aegis of the People;58;3;EQUIP_WEAPON;Ebon Tower;Ebon Tower;1;;EBON_TOWER;;;;;;;;;;;;;;;;;;;
12395;twohand;Tyrant Reaver;58;3;EQUIP_WEAPON;Ebon Tower;Ebon Tower;1;;EBON_TOWER;;;;;;;;;;;;;;;;;;;
12396;axe;Despot Dispatch;58;3;EQUIP_WEAPON;Ebon Tower;Ebon Tower;1;;EBON_TOWER;;;;;;;;;;;;;;;;;;;
12397;circle;Mandala of Reflection;58;3;EQUIP_WEAPON;Ebon Tower;Ebon Tower;1;;EBON_TOWER;;;;;;;;;;;;;;;;;;;
12398;bow;Triumphant Arc;58;3;EQUIP_WEAPON;Ebon Tower;Ebon Tower;1;;EBON_TOWER;;;;;;;;;;;;;;;;;;;
12399;staff;Temperence;58;3;EQUIP_WEAPON;Ebon Tower;Ebon Tower;1;;EBON_TOWER;;;;;;;;;;;;;;;;;;;
12400;rod;Civil Disobedience;58;3;EQUIP_WEAPON;Ebon Tower;Ebon Tower;1;;EBON_TOWER;;;;;;;;;;;;;;;;;;;
900001;chain;Shadowrend Scythes;58;3;EQUIP_WEAPON;Ebon Tower;Ebon Tower;1;;EBON_TOWER;;;;;;;;;;;;;;;;;;;
55304;blaster;Abatis Barrel;58;3;EQUIP_WEAPON;Ebon Tower;Ebon Tower;1;;EBON_TOWER;;;;;;;;;;;;;;;;;;;
58455;shuriken;Foeblossom;58;3;EQUIP_WEAPON;Ebon Tower;Ebon Tower;1;;EBON_TOWER;;;;;;;;;;;;;;;;;;;
59352;glaive;Animospear;58;3;EQUIP_WEAPON;Ebon Tower;Ebon Tower;1;;EBON_TOWER;;;;;;;;;;;;;;;;;;;
82304;gauntlet;Fists of the Ebon Tower;58;3;EQUIP_WEAPON;Ebon Tower;Ebon Tower;1;;EBON_TOWER;;;;;;;;;;;;;;;;;;;
17694;feetMail;Greaves of Agony;58;3;EQUIP_ARMOR_LEG;Ebon Tower;Ebon Tower;1;;EBON_TOWER;;;;;;;;;;;;;;;;;;;
17697;feetLeather;Treads of the Decimator;58;3;EQUIP_ARMOR_LEG;Ebon Tower;Ebon Tower;1;;EBON_TOWER;;;;;;;;;;;;;;;;;;;
17700;feetRobe;Slippers of Slaying;58;3;EQUIP_ARMOR_LEG;Ebon Tower;Ebon Tower;1;;EBON_TOWER;;;;;;;;;;;;;;;;;;;
17692;bodyMail;Hauberk of Slaughter;58;3;EQUIP_ARMOR_BODY;Ebon Tower;Ebon Tower;1;;EBON_TOWER;;;;;;;;;;;;;;;;;;;
17695;bodyLeather;Harness of Vardas;58;3;EQUIP_ARMOR_BODY;Ebon Tower;Ebon Tower;1;;EBON_TOWER;;;;;;;;;;;;;;;;;;;
17698;bodyRobe;Robes of Annihilation;58;3;EQUIP_ARMOR_BODY;Ebon Tower;Ebon Tower;1;;EBON_TOWER;;;;;;;;;;;;;;;;;;;
17693;handMail;Gauntlets of Gore;58;3;EQUIP_ARMOR_ARM;Ebon Tower;Ebon Tower;1;;EBON_TOWER;;;;;;;;;;;;;;;;;;;
17696;handLeather;Deathtouch Gloves;58;3;EQUIP_ARMOR_ARM;Ebon Tower;Ebon Tower;1;;EBON_TOWER;;;;;;;;;;;;;;;;;;;
17699;handRobe;Carnage Handwraps;58;3;EQUIP_ARMOR_ARM;Ebon Tower;Ebon Tower;1;;EBON_TOWER;;;;;;;;;;;;;;;;;;;
18633;dual;Ice Talons;58;3;EQUIP_WEAPON;Kelsaik;Frostfire;;;FROSTFIRE_BASE;;;;;;;;;;;;;;;;;;;
18634;lance;Frostspar;58;3;EQUIP_WEAPON;Kelsaik;Frostfire;;;FROSTFIRE_BASE;;;;;;;;;;;;;;;;;;;
18635;twohand;Frostwright;58;3;EQUIP_WEAPON;Kelsaik;Frostfire;;;FROSTFIRE_BASE;;;;;;;;;;;;;;;;;;;
18636;axe;Icewing;58;3;EQUIP_WEAPON;Kelsaik;Frostfire;;;FROSTFIRE_BASE;;;;;;;;;;;;;;;;;;;
18637;circle;Frostcoil;58;3;EQUIP_WEAPON;Kelsaik;Frostfire;;;FROSTFIRE_BASE;;;;;;;;;;;;;;;;;;;
18638;bow;Icebow;58;3;EQUIP_WEAPON;Kelsaik;Frostfire;;;FROSTFIRE_BASE;;;;;;;;;;;;;;;;;;;
18639;staff;Pillar of Ice;58;3;EQUIP_WEAPON;Kelsaik;Frostfire;;;FROSTFIRE_BASE;;;;;;;;;;;;;;;;;;;
18640;rod;Rimetorch;58;3;EQUIP_WEAPON;Kelsaik;Frostfire;;;FROSTFIRE_BASE;;;;;;;;;;;;;;;;;;;
71768;chain;Icefangs;58;3;EQUIP_WEAPON;Kelsaik;Frostfire;;;FROSTFIRE_BASE;;;;;;;;;;;;;;;;;;;
55424;blaster;Ice Barrel;58;3;EQUIP_WEAPON;Kelsaik;Frostfire;;;FROSTFIRE_BASE;;;;;;;;;;;;;;;;;;;
58038;shuriken;Icebloom;58;3;EQUIP_WEAPON;Kelsaik;Frostfire;;;FROSTFIRE_BASE;;;;;;;;;;;;;;;;;;;
59472;glaive;Frostcutter;58;3;EQUIP_WEAPON;Kelsaik;Frostfire;;;FROSTFIRE_BASE;;;;;;;;;;;;;;;;;;;
82424;gauntlet;Frozen Mitts;58;3;EQUIP_WEAPON;Kelsaik;Frostfire;;;FROSTFIRE_BASE;;;;;;;;;;;;;;;;;;;
18641;dual;Fire Talons;58;3;EQUIP_WEAPON;Kelsaik;Frostfire;;;FROSTFIRE_BASE;;;;;;;;;;;;;;;;;;;
18642;lance;Emberspar;58;3;EQUIP_WEAPON;Kelsaik;Frostfire;;;FROSTFIRE_BASE;;;;;;;;;;;;;;;;;;;
18643;twohand;Flamewright;58;3;EQUIP_WEAPON;Kelsaik;Frostfire;;;FROSTFIRE_BASE;;;;;;;;;;;;;;;;;;;
18644;axe;Firewing;58;3;EQUIP_WEAPON;Kelsaik;Frostfire;;;FROSTFIRE_BASE;;;;;;;;;;;;;;;;;;;
18645;circle;Flamecoil;58;3;EQUIP_WEAPON;Kelsaik;Frostfire;;;FROSTFIRE_BASE;;;;;;;;;;;;;;;;;;;
18646;bow;Firebow;58;3;EQUIP_WEAPON;Kelsaik;Frostfire;;;FROSTFIRE_BASE;;;;;;;;;;;;;;;;;;;
18647;staff;Pillar of Fire;58;3;EQUIP_WEAPON;Kelsaik;Frostfire;;;FROSTFIRE_BASE;;;;;;;;;;;;;;;;;;;
18648;rod;Emberneedle;58;3;EQUIP_WEAPON;Kelsaik;Frostfire;;;FROSTFIRE_BASE;;;;;;;;;;;;;;;;;;;
71769;chain;Blazearcs;58;3;EQUIP_WEAPON;Kelsaik;Frostfire;;;FROSTFIRE_BASE;;;;;;;;;;;;;;;;;;;
55425;blaster;Flame Barrel;58;3;EQUIP_WEAPON;Kelsaik;Frostfire;;;FROSTFIRE_BASE;;;;;;;;;;;;;;;;;;;
58039;shuriken;Fyrbloom;58;3;EQUIP_WEAPON;Kelsaik;Frostfire;;;FROSTFIRE_BASE;;;;;;;;;;;;;;;;;;;
59473;glaive;Embercutter;58;3;EQUIP_WEAPON;Kelsaik;Frostfire;;;FROSTFIRE_BASE;;;;;;;;;;;;;;;;;;;
82425;gauntlet;Emberfists;58;3;EQUIP_WEAPON;Kelsaik;Frostfire;;;FROSTFIRE_BASE;;;;;;;;;;;;;;;;;;;
18312;bodyMail;Winterscale;58;3;EQUIP_ARMOR_BODY;Kelsaik;Frostfire;;;FROSTFIRE_BASE;;;;;;;;;;;;;;;;;;;
18315;bodyLeather;Spinal Wrap;58;3;EQUIP_ARMOR_BODY;Kelsaik;Frostfire;;;FROSTFIRE_BASE;;;;;;;;;;;;;;;;;;;
18318;bodyRobe;Phoenixwake;58;3;EQUIP_ARMOR_BODY;Kelsaik;Frostfire;;;FROSTFIRE_BASE;;;;;;;;;;;;;;;;;;;
18313;handMail;Flamebinders;58;3;EQUIP_ARMOR_ARM;Kelsaik;Frostfire;;;FROSTFIRE_BASE;;;;;;;;;;;;;;;;;;;
18316;handLeather;Deathsnap Gloves;58;3;EQUIP_ARMOR_ARM;Kelsaik;Frostfire;;;FROSTFIRE_BASE;;;;;;;;;;;;;;;;;;;
18319;handRobe;Coolhands;58;3;EQUIP_ARMOR_ARM;Kelsaik;Frostfire;;;FROSTFIRE_BASE;;;;;;;;;;;;;;;;;;;
18742;feetMail;Frigid Greaves;58;3;EQUIP_ARMOR_LEG;Kelsaik;Frostfire;;;FROSTFIRE_BASE;;;;;;;;;;;;;;;;;;;
18745;feetLeather;Doomwalkers;58;3;EQUIP_ARMOR_LEG;Kelsaik;Frostfire;;;FROSTFIRE_BASE;;;;;;;;;;;;;;;;;;;
18748;feetRobe;Icetrippers;58;3;EQUIP_ARMOR_LEG;Kelsaik;Frostfire;;;FROSTFIRE_BASE;;;;;;;;;;;;;;;;;;;
13608;dual;Flawless Ice Talons;58;4;EQUIP_WEAPON;Kelsaik;Flawless Frostfire;2;;;;;;;;;;;;;;;;;;;;;
13609;lance;Flawless Frostspar;58;4;EQUIP_WEAPON;Kelsaik;Flawless Frostfire;2;;;;;;;;;;;;;;;;;;;;;
13610;twohand;Flawless Frostwright;58;4;EQUIP_WEAPON;Kelsaik;Flawless Frostfire;2;;;;;;;;;;;;;;;;;;;;;
13611;axe;Flawless Icewing;58;4;EQUIP_WEAPON;Kelsaik;Flawless Frostfire;2;;;;;;;;;;;;;;;;;;;;;
13612;circle;Flawless Frostcoil;58;4;EQUIP_WEAPON;Kelsaik;Flawless Frostfire;2;;;;;;;;;;;;;;;;;;;;;
13613;bow;Flawless Icebow;58;4;EQUIP_WEAPON;Kelsaik;Flawless Frostfire;2;;;;;;;;;;;;;;;;;;;;;
13614;staff;Flawless Pillar of Ice;58;4;EQUIP_WEAPON;Kelsaik;Flawless Frostfire;2;;;;;;;;;;;;;;;;;;;;;
13615;rod;Flawless Rimetorch;58;4;EQUIP_WEAPON;Kelsaik;Flawless Frostfire;2;;;;;;;;;;;;;;;;;;;;;
13619;dual;Flawless Fire Talons;58;4;EQUIP_WEAPON;Kelsaik;Flawless Frostfire;2;;;;;;;;;;;;;;;;;;;;;
13620;lance;Flawless Emberspar;58;4;EQUIP_WEAPON;Kelsaik;Flawless Frostfire;2;;;;;;;;;;;;;;;;;;;;;
13621;twohand;Flawless Flamewright;58;4;EQUIP_WEAPON;Kelsaik;Flawless Frostfire;2;;;;;;;;;;;;;;;;;;;;;
13622;axe;Flawless Firewing;58;4;EQUIP_WEAPON;Kelsaik;Flawless Frostfire;2;;;;;;;;;;;;;;;;;;;;;
