huntingZoneId;npcTemplateId;npcName;npcTitle;territoryType;totalSpawns;minRespawn;maxRespawn;aggressive;hasName;hasParty;level;elite;showAggroTarget;size;resourceType
26;102;Taroku;Forestwalker Champion;normal;1;20000;20000;True;True;True;41;False;False;medium;medium
26;103;Axelzar;Shrine Warden;normal;1;20000;20000;True;True;True;41;False;False;medium;medium
26;501;Andras;Temple Pilot;normal;1;10800000;10800000;True;True;False;42;True;True;large;medium
26;502;Atel Akaad Mystic;;normal;1;43200000;43200000;True;True;True;42;False;False;medium;medium
26;503;Atel Akaad Lancer;;normal;2;43200000;43200000;True;True;True;42;False;False;medium;medium
26;1003;Ebon Weaver;;normal;7;20000;20000;True;True;True;41;False;False;medium;medium
26;1004;Stonebeak Scrounger;;normal;79;20000;20000;True;True;True;40;False;False;small;medium
26;2001;Revivified Cromos;;normal;20;20000;20000;True;True;True;41;False;False;medium;medium
26;2003;Resurgent Ghilliedhu;;normal;16;20000;20000;True;True;True;41;False;False;medium;medium
26;2004;Mossy Teralith;;normal;14;90000;120000;True;True;True;40;True;True;large;medium
26;2005;Stonebeak Gnasher;;normal;124;20000;90000;True;True;True;40;False;False;small;medium
26;2006;Tainted Mycanar;;normal;30;20000;20000;True;True;True;41;False;False;medium;medium
26;3001;Soulkeeper;;normal;22;20000;20000;True;True;True;41;False;False;medium;medium
26;3002;Hallowed Sentinel;;normal;32;20000;20000;True;True;True;41;False;False;medium;medium
26;4000;Patient Lithikumas;;normal;15;120000;120000;True;True;False;41;True;True;large;medium
26;5004;Forestwalker Prophet;;normal;15;20000;20000;True;True;False;65;False;False;medium;medium
26;5005;Forestwalker Shaman;;normal;42;25000;25000;True;True;True;65;False;False;medium;medium
26;5006;Forestwalker Thrasher;;normal;42;25000;25000;True;True;True;65;False;False;medium;medium
26;4001;Shadow Overseer;;script;1;0;0;True;True;True;65;True;True;large;large
26;4002;Oneirolith;;script;1;0;0;True;True;True;65;True;True;large;large
26;4003;Rheumikumas;;script;1;0;0;True;True;True;65;True;True;large;medium
26;4004;Autumnal Giant;;script;1;0;0;True;True;True;65;True;True;large;large
26;4005;Oneirolith;;script;1;0;0;True;True;True;65;True;True;large;medium
26;5001;Ortan;Sanctuary Interloper;script;1;0;0;True;True;True;68;False;True;large;large
27;1;Loamy Sporewalker;;normal;33;20000;20000;True;True;False;39;False;False;medium;medium
27;2;Ancient Bladegolem;;normal;64;20000;20000;True;True;True;39;False;False;small;medium
27;3;Ancient Speargolem;;normal;48;20000;20000;True;True;True;39;False;False;small;medium
27;4;Eldritch Sentinel;;normal;19;20000;20000;True;True;True;39;False;False;medium;medium
27;5;Fearless Speargolem;;normal;76;20000;20000;True;True;True;39;False;False;small;medium
27;6;Merciless Iskaragard;;normal;15;20000;20000;True;True;False;40;False;False;medium;medium
27;7;Savage Iskaragard;;normal;17;20000;20000;True;True;False;40;False;False;medium;medium
27;8;Thulsan Berserker;Brogar Legion;normal;7;20000;20000;True;True;False;39;False;False;medium;medium
27;9;Thulsan Dreadweaver;Brogar Legion;normal;14;20000;20000;True;True;False;39;False;False;medium;medium
27;10;Thulsan Slayer;Brogar Legion;normal;11;20000;20000;True;True;False;39;False;False;medium;medium
27;11;Thulsan Arcanist;Brogar Legion;normal;6;20000;20000;True;True;False;39;False;False;medium;medium
27;12;Thulsan Cleaver;Brogar Legion;normal;8;20000;20000;True;True;False;39;False;False;medium;medium
27;13;Thulsan Guardian;Brogar Legion;normal;14;20000;20000;True;True;False;39;False;False;medium;medium
27;14;Thulsan Conjurer;Brogar Legion;normal;30;20000;90000;True;True;False;39;False;False;medium;medium
27;15;Thulsan Follower;Brogar Legion;normal;13;20000;20000;True;True;False;39;False;False;medium;medium
27;16;Calapana;Keeper of the Scarlet Flame;normal;1;20000;20000;True;True;False;40;False;False;medium;medium
27;18;Beltyrian;;normal;1;43200000;43200000;True;True;False;42;False;False;medium;medium
27;19;Zarhagen;The Faceless Slayer;normal;1;43200000;43200000;True;True;False;42;False;False;medium;medium
27;21;Thulsan Battlerager;Brogar Legion;normal;9;20000;20000;True;True;False;39;False;False;medium;medium
27;22;Thulsan Mystic;Brogar Legion;normal;7;20000;20000;True;True;False;39;False;False;medium;medium
27;23;Thulsan Thresher;Brogar Legion;normal;8;20000;20000;True;True;False;39;False;False;medium;medium
27;24;Thulsan Sorcerer;Brogar Legion;normal;7;20000;20000;True;True;False;39;False;False;medium;medium
27;25;Thulsan Reaper;Brogar Legion;normal;6;20000;20000;True;True;False;39;False;False;medium;medium
27;566;Zachel?;;normal;1;90000;90000;True;True;False;32;False;False;medium;medium
27;1004;Contaminated Warthog;;normal;16;20000;20000;True;True;False;66;False;False;medium;medium
27;1005;Contaminated Vulcan;;normal;25;25000;25000;True;True;False;66;False;False;medium;medium
27;1006;Contaminated Fangspawn;;normal;13;30000;30000;True;True;False;66;True;True;large;large
27;1012;Murderwing;;normal;12;30000;30000;True;True;False;66;True;True;large;large
27;1013;Mournwing;;normal;21;30000;30000;True;True;False;66;True;True;large;large
27;1011;Murderwing;;script;1;0;0;True;True;True;66;True;True;large;large
27;1181;Lured Murderwing;;script;1;0;0;True;True;True;66;True;True;large;large
27;1182;Lured Murderwing;;script;1;0;0;True;True;True;66;True;True;large;large
27;1183;Lured Murderwing;;script;1;0;0;True;True;True;66;True;True;large;large
27;1200;Newborn Murderwing;;script;1;0;0;True;True;True;66;True;True;large;large
27;1201;Newborn Mournwing;;script;1;0;0;True;True;True;66;True;True;large;large
28;1011;Blackhoof Unicorn;;normal;24;20000;20000;True;True;True;40;False;False;medium;medium
28;1021;Thorny Timberwolf;;normal;30;20000;20000;True;True;True;40;False;False;medium;medium
28;1031;Tumbling Sporewalker;;normal;20;20000;20000;True;True;True;40;False;False;medium;medium
28;1041;Corrupted Mycanar;;normal;32;20000;20000;True;True;True;40;False;False;medium;medium
28;2011;Smokepaw Timberwolf;;normal;32;20000;20000;True;True;True;40;False;False;medium;medium
28;2021;Plagued Cullar;;normal;14;20000;20000;True;True;True;40;False;False;medium;medium
28;2031;Plagued Tentacullar;;normal;14;20000;20000;True;True;True;40;False;False;medium;medium
28;2041;Tainted Ovolith;;normal;10;120000;120000;True;True;False;40;True;True;large;large
28;3011;Noxious Ovolith;;normal;7;120000;120000;True;True;False;40;True;True;large;medium
28;3021;Reeking Orisk;;normal;11;120000;120000;True;True;False;40;True;True;large;medium
28;3031;Blighted Jalmarak;;normal;20;20000;20000;True;True;True;40;False;False;medium;medium
28;3041;Fallen Wraith;;normal;20;20000;20000;True;True;True;40;False;False;medium;medium
28;3051;Tainted Jalmarak;;normal;24;20000;20000;True;True;True;40;False;False;medium;medium
28;5000;Terkasia;Mistress of Treachery;normal;1;10800000;10800000;True;True;False;42;True;True;large;medium
28;5001;Minoc;Forest Lord;normal;1;43200000;43200000;True;True;True;43;True;False;medium;medium
28;5002;Fallen Unicorn;Minoc's Chamberlain;normal;4;43200000;43200000;True;True;True;42;True;False;medium;medium
28;6000;Gaist;Dread Wraith;normal;1;20000;20000;True;True;False;41;False;False;medium;medium
29;1011;Thick Tusked Shoat;;normal;8;20000;20000;True;True;False;40;False;False;medium;medium
29;1021;Inky Sabertooth;;normal;14;20000;20000;True;True;True;40;False;False;medium;medium
29;1024;Sickly Warthog;;normal;26;25000;25000;True;True;False;65;False;False;medium;medium
29;1025;Contaminated Fangspawn;;normal;16;30000;30000;True;True;False;65;True;True;large;large
29;1028;Forest Vulcan;;normal;30;25000;25000;True;True;False;65;False;False;medium;medium
29;1031;Inky Sabertooth Alpha;;normal;10;20000;20000;True;True;True;40;False;False;medium;medium
29;1041;Woodland Fangspawn;;normal;6;120000;120000;True;True;False;41;True;True;large;medium
29;1049;Wall of Wordcraft;;normal;1;90000;90000;True;True;False;40;False;False;medium;medium
29;1051;Hellmouth Fangspawn;;normal;8;120000;120000;True;True;False;40;True;True;large;medium
29;2021;Leafcutter Arachnen;;normal;14;20000;20000;True;True;True;40;False;False;medium;medium
29;2031;Vinesplicer Arachnen;;normal;22;20000;20000;True;True;True;40;False;False;medium;medium
29;4021;Lokian Deathreaper;;normal;3;20000;20000;True;True;True;41;False;False;medium;medium
29;4022;Lokian Warmage;;normal;3;20000;20000;True;True;True;41;False;False;medium;medium
29;4031;Forestwalker Vulcan;;normal;6;20000;20000;True;True;False;41;False;False;medium;medium
29;4041;Vulcan Dreadnaught;;normal;6;120000;120000;True;True;False;40;True;True;large;medium
29;7011;Arachnen Razorclaw;;normal;1;43200000;43200000;True;True;True;43;True;False;medium;medium
29;7012;Arachnen Bloodclaw;;normal;1;43200000;43200000;True;True;True;43;True;False;medium;medium
29;7021;Limcadus;;normal;1;20000;20000;True;True;True;42;False;False;medium;medium
29;7022;Artania;Shurian Exile;normal;1;20000;20000;True;True;True;42;False;False;medium;medium
29;7023;Indigo Imp;Shurian Thrall;normal;4;20000;20000;True;True;True;41;False;False;small;medium
29;7031;Anansha;Arachnen Exile;normal;1;86400000;86400000;True;True;False;52;True;True;large;large
29;8002;Vulcan Devastator;Summoned Demon;normal;1;120000;120000;True;True;False;40;True;True;large;medium
29;2001;Anansha;Arachnen Exile;script;1;0;0;True;True;True;70;True;True;large;large
30;30;Aurmane Yak;;normal;12;90000;90000;True;True;True;60;False;False;small;
30;100;Jittery Sloth;;normal;64;90000;90000;True;True;True;60;False;False;medium;medium
30;110;Sloth Slasher;;normal;105;90000;90000;True;True;True;60;False;False;medium;,edium
30;120;Languid Sloth;;normal;42;90000;90000;True;True;True;60;False;False;medium;medium
30;130;Sloth Forager;;normal;156;90000;90000;True;True;True;60;False;False;medium;medium
30;140;Venomous Tentacullar;;normal;100;90000;90000;True;True;True;60;False;False;medium;medium
30;150;Fiery Tentacullar;;normal;31;90000;90000;True;True;True;60;False;False;medium;medium
30;160;Azureroot Ghilliedhu;;normal;45;90000;90000;True;True;True;60;False;False;medium;medium
30;170;Viny Arbosk;;normal;31;90000;90000;True;True;True;60;False;False;medium;medium
30;180;Brass Conservator;;normal;35;90000;90000;True;True;True;60;False;False;medium;medium
30;190;Brass Steward;;normal;30;90000;90000;True;True;True;60;False;False;medium;medium
30;200;Plainstalker Bear;;normal;35;90000;90000;True;True;True;60;False;False;medium;medium
30;210;Crimson Arkai;;normal;6;90000;90000;True;True;True;60;False;False;medium;medium
30;220;Teal Arkai;;normal;16;90000;90000;True;True;True;60;False;False;medium;medium
30;510;Direpaw Mandrill;;normal;14;90000;90000;True;True;True;60;True;True;large;large
30;520;Dreadpaw Mandrill;;normal;12;90000;90000;True;True;True;60;True;True;large;large
30;1000;Arkaina;Arkai Regent;normal;1;600000;600000;True;True;True;60;False;False;medium;medium
30;2004;Brass Warden;Ancient Guardian;normal;1;90000;90000;True;True;True;60;False;False;medium;medium
30;3001;Krylar Iskaragard;Ancient Guardian;normal;1;90000;90000;True;True;False;60;False;False;medium;medium
30;3002;Strylik Iskaragard;Ancient Guardian;normal;1;90000;90000;True;True;False;60;False;False;medium;medium
30;3003;Veldraj Iskaragard;Ancient Guardian;normal;1;90000;90000;True;True;False;60;False;False;medium;medium
30;3004;Remorseless Sentinel;Ancient Guardian;normal;1;90000;90000;True;True;False;60;False;False;medium;medium
30;3005;Argent Soulkeeper;Ancient Guardian;normal;1;90000;90000;True;True;False;60;False;False;medium;medium
30;6003;Auto-Gardener;;normal;66;25000;25000;True;True;False;67;False;False;medium;medium
30;500;Phlox Ovolith;;script;1;0;0;True;True;True;60;True;True;large;large
31;1;Ossugon Frostwalker;;normal;25;20000;20000;True;True;True;42;False;False;medium;medium
31;2;Ossugon Icelord;;normal;20;20000;20000;True;True;True;42;False;False;medium;medium
31;3;Frigid Ossugon;;normal;22;20000;20000;True;True;True;42;False;False;medium;medium
31;4;Icy Skeletal Minion;;normal;150;20000;20000;True;True;True;42;False;False;small;medium
31;5;Frosted Skeletal Thrall;;normal;200;20000;20000;True;True;True;42;False;False;small;medium
31;6;Deathfrost Charger;;normal;40;20000;20000;True;True;True;42;False;False;medium;medium
31;7;Deathfrost Cavalier;;normal;44;20000;20000;True;True;True;42;False;False;medium;medium
31;8;Sepulchral Wraith;;normal;28;20000;20000;True;True;True;42;False;False;medium;medium
31;9;Souleater Wraith;;normal;32;20000;20000;True;True;True;42;False;False;medium;medium
31;10;Frostreach Sentinel;;normal;22;20000;20000;True;True;True;43;False;False;medium;medium
31;12;Drowned Gula Sailor;;normal;58;20000;20000;True;True;True;42;False;False;medium;medium
31;13;Drowned Gula Swab;;normal;30;20000;20000;True;True;True;42;False;False;medium;medium
31;14;Drowned Gula Bosun;;normal;40;20000;20000;True;True;True;42;False;False;medium;medium
31;15;Drowned Gula Officer;;normal;15;20000;20000;True;True;True;42;False;False;medium;medium
31;16;Storm Naga Ravager;;normal;14;20000;20000;True;True;True;42;False;False;medium;medium
31;17;Storm Naga Predator;;normal;16;20000;20000;True;True;True;42;False;False;medium;medium
31;18;Caiman Plunderer;;normal;84;20000;20000;True;True;True;42;False;False;small;medium
31;19;Caiman Looter;;normal;168;20000;20000;True;True;True;42;False;False;small;medium
31;20;Naga Deathreaper;;normal;18;120000;120000;True;True;True;42;True;True;large;medium
31;21;Naga Colossus;;normal;7;120000;120000;True;True;True;42;True;True;large;medium
31;22;Frosthowl Siren;;normal;42;20000;20000;True;True;True;42;False;False;medium;medium
31;23;Frostclaw Siren;;normal;32;20000;20000;True;True;True;42;False;False;medium;medium
31;24;Dark Arcanist;;normal;38;20000;20000;True;True;True;42;False;False;medium;medium
31;25;Onyx Hydrath;;normal;15;120000;120000;True;True;False;43;True;True;large;medium
31;28;Siarxis;Frost Queen;normal;1;20000;20000;True;True;True;43;False;False;medium;medium
31;30;Endain;Icebone Dragoon;normal;1;20000;20000;True;True;True;43;False;False;medium;medium
31;31;Endrenlas;Icebone Dragoon;normal;1;20000;20000;True;True;True;43;False;False;medium;medium
31;32;Enkanas;Icebone Dragoon;normal;1;20000;20000;True;True;True;43;False;False;medium;medium
31;96;Seraeno;The Dark Caller;normal;1;120000;120000;True;True;False;42;True;True;large;medium
31;97;Unglueth Ebonclaw;;normal;7;10800000;10800000;True;True;True;46;True;False;small;medium
31;98;Kestol;Pirate Warlord;normal;1;10800000;10800000;True;True;True;46;True;True;large;medium
31;99;Marutash;Dread Lord of Frost;normal;1;43200000;43200000;True;True;False;46;True;True;large;large
32;1;Sihran Fighter;;normal;31;20000;20000;True;True;True;42;False;False;medium;medium
32;2;Tuwangi Hornhead;;normal;186;20000;20000;True;True;True;42;False;False;small;small
32;3;Sihran Berserker;;normal;35;20000;20000;True;True;False;42;False;False;medium;medium
32;4;Sihran Rager;;normal;29;20000;20000;True;True;True;43;False;False;medium;medium
32;5;Tuwangi Thumper;;normal;174;20000;20000;True;True;True;43;False;False;small;small
32;6;Sihran Defender;;normal;37;20000;20000;True;True;False;43;False;False;medium;medium
32;7;Stalker Company Reaper;;normal;30;20000;30000;True;True;False;43;False;False;medium;medium
32;8;Stalker Company Destroyer;;normal;46;20000;20000;True;True;False;43;False;False;medium;medium
32;9;Stalker Company Sniper;;normal;30;20000;20000;True;True;False;43;False;False;medium;medium
32;10;Sihran Witch;;normal;15;20000;20000;True;True;True;43;False;False;medium;medium
32;11;Sihran Polykind;;normal;90;20000;20000;True;True;True;43;False;False;small;medium
32;12;Sihran Templar;;normal;40;20000;20000;True;True;False;43;False;False;medium;medium
32;13;Sihran Arcanist;;normal;16;20000;20000;True;True;True;43;False;False;medium;medium
32;14;Tuwangi Froglar;;normal;96;20000;20000;True;True;True;43;False;False;small;small
32;15;Sihran Loyalist;;normal;25;20000;20000;True;True;False;43;False;False;medium;medium
32;16;Ghufran;Champion of Kaidun;normal;1;20000;20000;True;True;False;45;False;False;medium;medium
32;17;Kaidun;Cursed Tyrant;normal;1;20000;20000;True;True;False;43;False;False;medium;medium
32;18;Jursak;Magistrate of Agony;normal;1;43200000;43200000;True;True;False;46;False;False;medium;medium
32;19;Chimakur;High Executioner;normal;1;43200000;43200000;True;True;False;46;False;False;medium;medium
32;20;Baalark;Stalker Company Champion;normal;1;20000;20000;True;True;False;45;False;False;medium;medium
32;21;Lotishara;Sihranar of Kaidun;normal;1;20000;20000;True;True;True;45;False;False;medium;medium
32;22;Tuwangi Fodder;Servant of Lotishara;normal;6;20000;20000;True;True;True;45;False;False;small;small
32;1049;Wall of Wordcraft;;normal;1;90000;90000;True;True;False;40;False;False;medium;medium
32;5007;Puzzling Monument;;normal;1;90000;90000;True;True;False;40;False;False;medium;medium
33;1;Ghost Moppet;;normal;72;20000;20000;True;True;True;44;False;False;small;medium
33;2;Cursed Moppet;;normal;64;20000;20000;True;True;True;44;False;False;small;medium
33;3;Vampir Noblewoman;;normal;9;20000;20000;True;True;True;44;False;False;medium;medium
33;4;Vampir Gentleman;;normal;26;20000;20000;True;True;True;44;False;False;medium;medium
33;5;Cursed Jester;;normal;12;30000;30000;True;True;True;44;False;False;medium;medium
33;6;Malevolent Wraith;;normal;36;20000;20000;True;True;True;44;False;False;medium;medium
33;7;Eldritch Defender;;normal;50;20000;20000;True;True;True;44;False;False;medium;medium
33;8;Merciless Disc Reaper;;normal;10;20000;20000;True;True;True;45;False;False;medium;medium
33;9;Armored Disc Reaper;;normal;12;20000;20000;True;True;True;45;False;False;medium;medium
33;10;Blood Guard Mage;;normal;10;20000;20000;True;True;True;45;False;False;medium;medium
33;11;Blood Guard Berserker;;normal;16;20000;20000;True;True;True;45;False;False;medium;medium
33;12;Blood Guard Lancer;;normal;14;20000;20000;True;True;True;45;False;False;medium;medium
33;15;Mekonari Magister;;normal;26;20000;20000;True;True;True;45;False;False;medium;medium
33;16;Anguished Minion;;normal;144;20000;20000;True;True;True;44;False;False;small;small
33;17;Ebon Inquisitor;;normal;18;20000;20000;True;True;True;45;False;False;medium;medium
33;18;Decaying Minion;;normal;91;20000;20000;True;True;True;44;False;False;small;small
33;51;Moppet Butcher;;normal;40;20000;20000;True;True;True;44;False;False;small;medium
33;52;Bloodletter Moppet;;normal;56;20000;20000;True;True;True;44;False;False;small;medium
33;53;Cursed Vampir Noblewoman;;normal;8;20000;20000;True;True;True;44;False;False;medium;medium
33;54;Cursed Vampir Gentleman;;normal;12;20000;20000;True;True;True;44;False;False;medium;medium
33;55;Infernal Jester;;normal;12;20000;20000;True;True;True;44;False;False;medium;medium
33;58;Tormenting Disc Reaper;;normal;9;20000;20000;True;True;True;45;False;False;medium;medium
33;59;Pitiless Disc Reaper;;normal;9;20000;20000;True;True;True;45;False;False;medium;medium
33;60;Blood Guard Sorcerer;;normal;9;20000;20000;True;True;True;45;False;False;medium;medium
33;61;Blood Guard Reaper;;normal;9;20000;20000;True;True;True;45;False;False;medium;medium
33;62;Blood Guard Champion;;normal;8;20000;20000;True;True;True;45;False;False;medium;medium
33;66;Rotting Prisoner;;normal;96;20000;20000;True;True;True;44;False;False;small;small
33;67;Coalheart Inquisitor;;normal;13;20000;20000;True;True;True;45;False;False;medium;medium
33;68;Rotting Slave;;normal;96;20000;20000;True;True;True;45;False;False;small;small
33;70;Blood Guard Arcanist;;normal;8;20000;20000;True;True;True;44;False;False;medium;medium
33;905;Verminath;Toxic Jester;normal;2;20000;20000;True;True;True;45;False;False;medium;medium
33;910;Blood Guard High Necromancer;;normal;2;20000;20000;True;True;True;45;False;False;medium;medium
33;1005;Taruruk;Jester of the Damned;normal;1;43200000;43200000;True;True;True;46;True;False;medium;medium
33;1006;Zulmarek;Wrath of Thulsa;normal;3;43200000;43200000;True;True;True;46;True;False;medium;medium
33;1007;Eldritch Reaver;Servant of Thulsa;normal;3;43200000;43200000;True;True;True;46;True;False;medium;medium
33;1017;Purzak;High Inquisitor;normal;1;43200000;43200000;True;True;True;46;True;False;medium;medium
34;100;Maligos Icestalker;;normal;55;20000;20000;True;True;True;44;False;False;medium;medium
34;200;Caiman Slave;;normal;440;20000;20000;True;True;True;44;False;False;small;medium
34;300;Junaidar Thief;;normal;38;20000;20000;True;True;True;44;False;False;medium;medium
34;310;Junaidar Bandit;;normal;24;20000;20000;True;True;False;44;False;False;medium;medium
34;400;Junaidar Scourge;;normal;38;20000;20000;True;True;True;44;False;False;medium;medium
34;410;Junaidar Raider;;normal;50;20000;20000;True;True;False;44;False;False;medium;medium
34;500;Wendigo Frostweaver;;normal;43;20000;20000;True;True;True;44;False;False;medium;medium
34;510;Wendigo Frostmage;;normal;31;20000;20000;True;True;False;44;False;False;medium;medium
34;600;Wendigo Crusher;;normal;43;20000;20000;True;True;True;44;False;False;medium;medium
34;610;Wendigo Rager;;normal;141;20000;20000;True;True;True;44;False;False;medium;medium
34;700;Wendigo Battlemaster;;normal;45;20000;20000;True;True;True;44;False;False;medium;medium
34;710;Wendigo Warlord;;normal;60;20000;20000;True;True;True;44;False;False;medium;medium
34;800;Icewalker Arachnen;;normal;45;20000;20000;True;True;True;44;False;False;medium;medium
34;900;Frostguard Mugato;;normal;63;20000;20000;True;True;True;44;False;False;medium;
34;910;Frostguard Mugato Cub;;normal;63;20000;20000;True;True;True;44;False;False;medium;
34;920;Frostguard Patriarch;;normal;94;20000;20000;True;True;False;45;False;False;medium;
34;1000;Icecleaver Giant;;normal;27;120000;120000;True;True;False;45;True;True;large;large
34;1010;Icereaver Giant;;normal;12;120000;120000;True;True;False;44;True;True;large;large
34;1100;Icewalker Barsicore;;normal;17;120000;120000;True;True;False;45;True;True;large;large
34;1110;Frosthunter Barsicore;;normal;21;120000;120000;True;True;False;44;True;True;large;large
34;5000;Talcas;Frost Guardian;normal;1;20000;20000;True;True;False;45;False;False;medium;medium
34;5001;Kaijas;Wendigo Insurgent;normal;1;20000;20000;True;True;False;45;False;False;medium;medium
34;5002;Barabok;Frostreaver;normal;1;120000;120000;True;True;False;46;True;True;large;large
34;7000;Westonia Defender;;normal;15;90000;90000;True;True;False;44;False;False;medium;medium
34;7001;Westonia Defender;;normal;13;90000;90000;True;True;False;44;False;False;medium;medium
34;9000;Frezraff;Wendigo Shaman;normal;1;43200000;43200000;True;True;True;46;True;False;medium;medium
34;9001;Belkedreff;Lord of the Ice;normal;3;43200000;43200000;True;True;True;46;True;False;medium;medium
34;9002;Teriak;The Unvanquished;normal;1;10800000;10800000;True;True;False;46;True;True;large;large
34;9003;Frygaras;Icewalker Dracoloth;normal;1;86400000;86400000;True;True;False;52;True;True;large;large
34;9004;Sabranak;Froststalker;normal;1;86400000;86400000;True;True;False;52;True;True;large;large
34;2002;Frygaras;Icewalker Dracoloth;script;1;0;0;True;True;True;70;True;True;large;large
34;2003;Sabranak;Froststalker;script;1;0;0;True;True;True;70;True;True;large;large
35;1;Desert Scourge Scout;;normal;110;20000;20000;True;True;True;54;False;False;small;medium
35;2;Desert Scourge Chopper;;normal;120;20000;20000;True;True;True;54;False;False;small;medium
35;3;Desert Scourge Berserker;;normal;88;20000;20000;True;True;True;54;False;False;small;medium
35;4;Desert Scourge Reaper;;normal;120;20000;20000;True;True;True;54;False;False;small;medium
35;5;Desert Scourge Crusher;;normal;22;20000;20000;True;True;True;54;False;False;medium;medium
35;6;Desert Scourge Mangler;;normal;24;20000;20000;True;True;True;54;False;False;medium;medium
35;7;Rockstalker Basilisk;;normal;10;90000;90000;True;True;False;54;True;True;large;medium
35;8;Desert Runekeeper;;normal;29;20000;20000;True;True;False;55;False;False;medium;medium
35;10;Mekonari Summoner;;normal;30;20000;20000;True;True;False;56;False;False;medium;medium
35;11;Vulcan Wastewalker;;normal;10;90000;90000;True;True;False;55;True;True;large;medium
35;12;Maligos Reaver;;normal;29;20000;20000;True;True;False;56;False;False;medium;medium
35;13;Vulcan Desertstalker;;normal;32;20000;20000;True;True;False;56;False;False;medium;medium
35;14;Vulcan Raider;;normal;24;20000;20000;True;True;True;56;False;False;medium;medium
35;15;Bloodtalon Dracoloth;;normal;9;90000;90000;True;True;False;55;True;True;large;large
35;16;Feisty Ebon Imp;;normal;112;20000;20000;True;True;True;56;False;False;small;medium
35;17;Tenebrara Dreadweaver;;normal;33;20000;20000;True;True;True;57;False;False;medium;medium
35;18;Tenebrara Destroyer;;normal;33;20000;20000;True;True;True;57;False;False;medium;medium
35;20;Tenebrara Overseer;;normal;30;20000;20000;True;True;False;56;False;False;medium;medium
35;21;Huzrat the Tyrant;Dracoloth Scourge;normal;1;10800000;10800000;True;True;False;57;True;True;large;large
35;1000;Grigelt;Saleron's Servant;script;1;0;0;True;True;True;55;True;True;large;large
36;2;Bonded Auric Imp;;normal;174;20000;20000;True;True;True;55;False;False;small;medium
36;4;Dark Thrallmaster;Tenebrara Legion;normal;29;20000;20000;True;True;True;55;False;False;medium;medium
36;5;Magmar Teralith;;normal;16;90000;90000;True;True;False;55;True;True;large;medium
36;7;Tenebrara Kariagon;Tenebrara Legion;normal;27;20000;20000;True;True;True;56;False;False;medium;
36;8;Tenebrara Enforcer;Tenebrara Legion;normal;27;20000;20000;True;True;True;56;False;False;medium;medium
36;9;Tenebrara Assassin;Tenebrara Legion;normal;55;20000;20000;True;True;True;55;False;False;medium;medium
36;10;Tenebrara Priest;Tenebrara Legion;normal;34;20000;20000;True;True;True;57;False;False;medium;medium
36;11;Vale Hunter Arachnen;;normal;15;90000;90000;True;True;False;55;True;True;large;medium
36;13;Tenebrara Reaper;Tenebrara Legion;normal;30;20000;20000;True;True;True;56;False;False;medium;medium
36;17;Tenebrara Sorcerer;Tenebrara Legion;normal;19;20000;20000;True;True;True;57;False;False;medium;medium
36;18;Tenebrara Lancer;Tenebrara Legion;normal;19;20000;20000;True;True;True;57;False;False;medium;medium
36;19;Sandlurker Lizard;;normal;27;90000;90000;True;True;False;56;True;True;large;medium
36;20;Rasptusk Sabertooth;;normal;46;20000;20000;True;True;True;55;False;False;medium;medium
36;21;Desert Hart;;normal;80;20000;20000;True;True;True;56;False;False;medium;medium
36;22;Beast Tamer;;normal;41;20000;20000;True;True;True;56;False;False;medium;medium
36;999;Kelthuzad Vulcan;Killian's Army;normal;1;10800000;10800000;True;True;False;60;True;True;large;medium
37;120;Wandering Hellhound;;normal;50;20000;20000;True;True;False;54;False;False;medium;medium
37;140;Goldmaw Hellhound;;normal;12;20000;20000;True;True;False;54;False;False;medium;medium
37;150;Cruel Goldmaw Hellhound;;normal;12;20000;20000;True;True;False;54;False;False;medium;medium
37;160;Prion Njalvar;;normal;32;20000;20000;True;True;True;54;False;False;medium;medium
37;170;Prion Helgevar;;normal;22;20000;20000;True;True;False;54;False;False;medium;medium
37;180;Tuwangi Conscript;;normal;160;20000;20000;True;True;True;54;False;False;small;small
37;190;Tuwangi Bomber;;normal;160;20000;20000;True;True;True;54;False;False;small;small
37;200;Cryptkeeper Kulkari;;normal;18;20000;20000;True;True;False;54;False;False;medium;medium
37;210;Cryptkeeper Destroyer;;normal;35;20000;20000;True;True;False;54;False;False;medium;medium
37;220;Eldritch Reaper;;normal;22;20000;20000;True;True;False;55;False;False;medium;medium
37;230;Ravenous Tyrak;;normal;20;20000;20000;True;True;False;55;False;False;medium;medium
37;240;Naroder Arachnen;;normal;27;20000;20000;True;True;True;55;False;False;medium;medium
37;250;Infernal Imp;;normal;40;20000;20000;True;True;True;56;False;False;small;medium
37;270;Capricious Ebon Imp;;normal;230;20000;20000;True;True;True;55;False;False;small;medium
37;280;Athakela;;normal;21;20000;20000;True;True;False;56;False;False;medium;medium
37;290;Manaathol;;normal;16;20000;20000;True;True;False;56;False;False;medium;medium
37;300;Kalash;;normal;24;20000;20000;True;True;True;55;False;False;medium;medium
37;330;Primal Chukodan;;normal;240;20000;20000;True;True;True;55;False;False;small;small
37;400;Kalash Intruder;;normal;3;20000;20000;True;True;True;55;False;False;medium;medium
37;420;Chukodan Creeper;;normal;30;20000;20000;True;True;True;55;False;False;small;small
37;500;Uggoteph;Argon Emissary;normal;1;86400000;86400000;True;True;False;57;False;False;medium;medium
